Date & Time,Temperature ©,Humidity (%),IndoorRelativeHumidity (%),DewPoint ©,Wind Speed (km/h),WindGust  (km/h),UVIndex,Visibility (km),CloudCover (%),Ceiling (m),Pressure (mb),ApparentTemperature ©,WindChill©,WetBulb ©
2023-03-06T02:43,2.6,80,40,-0.6,6.8,13.5,0,16.1,1,10180,1010,2.8,1.1,1.4
2023-03-06T03:42,1.5,87,40,-0.5,6.6,12.2,0,16.1,0,10150,1010,1.7,0,0.7
2023-03-06T04:47,3,84,41,0.6,3.7,10,0,16.1,0,10180,1010,2.8,2.8,2.1
2023-03-06T05:48,1.6,87,40,-0.3,4.7,9.4,0,16.1,50,10150,1010,1.7,0.6,0.9
2023-03-06T06:47,1.6,89,40,-0.1,5.3,10.7,0,16.1,31,10180,1010,1.7,0.6,1
2023-03-06T07:43,2.9,89,43,1.3,3.7,10.2,1,16.1,50,7925,1010,2.8,2.8,2.2
2023-03-06T08:47,3.8,86,29,1.7,3.7,10.5,1,16.1,50,7925,1011,3.9,3.9,3
2023-03-06T09:47,6.2,76,31,2.2,3.7,12,2,16.1,30,7711,1010,7.8,6.1,4.5
2023-03-06T10:47,9.4,67,33,3.5,3.7,13.5,1,9.7,30,213,1010,10.6,9.4,6.5
2023-03-06T11:47,11.7,58,34,3.7,3.7,12,2,16.1,76,2195,1010,13.3,11.7,7.8
2023-03-06T12:32,13.6,55,36,4.7,3.7,11.3,1,9.7,50,1158,1009,15.6,13.3,9
2023-03-06T13:47,14,53,36,4.7,3.7,11.1,1,16.1,88,1615,1008,16.1,13.9,9.2
2023-03-06T14:42,13.2,54,35,4.2,11.1,16.7,1,16.1,90,1372,1008,15.6,13.3,8.6
2023-03-06T15:42,11.2,83,47,8.4,0,24.3,0,8,50,640,1008,13.9,11.1,9.8
2023-03-06T16:37,11,83,46,8.2,7.4,14.1,0,6.4,76,792,1008,13.9,11.1,9.6
2023-03-06T17:47,10.8,81,45,7.7,3.7,13.9,0,16.1,30,701,1007,13.3,10.6,9.3
2023-03-06T18:42,10.4,81,44,7.3,3.7,14.7,0,16.1,76,792,1007,13.3,10.6,8.9
2023-03-06T19:42,10.2,83,44,7.5,3.7,15.8,0,16.1,88,762,1007,12.8,10,8.9
2023-03-06T20:42,9,78,38,5.4,8.3,16.4,0,9.7,90,762,1007,10.6,7.8,7.3
2023-03-06T21:42,9.6,90,46,8.1,7.4,22.8,0,9.7,90,1097,1008,11.1,8.3,8.9
2023-03-06T22:42,10.1,86,45,7.8,3.7,12.8,0,16.1,88,671,1007,12.8,10,9
2023-03-06T23:42,9.1,75,37,5,7.9,14.9,0,16.1,88,792,1007,10.6,7.8,7.2
2023-03-07T00:42,8.3,78,36,4.7,6,12.8,0,16.1,76,1737,1007,10,7.2,6.7
2023-03-07T01:42,8.8,95,46,8,0,7.5,0,9.7,10,1707,1007,10.6,8.9,8.4
2023-03-07T02:38,7.4,84,37,4.8,3.6,7,0,16.1,100,335,1006,8.9,7.2,6.3
2023-03-07T03:47,6.6,88,37,4.8,5.8,11.5,0,9.7,50,945,1006,8.3,5.6,5.8
2023-03-07T04:47,8.4,95,44,7.6,0,13,0,16.1,50,640,1006,10,8.3,8
2023-03-07T05:37,6.6,87,36,4.6,4.1,8.8,0,16.1,50,823,1006,8.3,6.1,5.7
2023-03-07T06:37,5.6,92,36,4.3,6.6,13.9,0,16.1,80,975,1006,7.2,4.4,5.1
2023-03-07T07:48,7.2,99,43,7,3.7,11.1,0,9.7,30,457,1007,9.4,7.2,7.2
2023-03-07T08:42,7.8,97,44,7.4,3.7,7.5,1,16.1,30,884,1007,9.4,7.8,7.8
2023-03-07T09:38,9.2,90,44,7.6,3.7,9.8,1,16.1,30,914,1007,11.1,9.4,8.4
2023-03-07T10:42,11.5,83,48,8.7,3.7,15.2,2,16.1,30,1707,1007,14.4,11.7,10.1
2023-03-07T11:38,14.5,73,52,9.8,3.7,17.3,2,16.1,50,488,1007,16.1,14.4,12
2023-03-07T12:37,15.4,55,41,6.5,11.1,13.9,2,16.1,76,1768,1006,17.8,15.6,10.6
2023-03-07T13:42,14.5,57,40,6.1,7.4,29.5,1,16.1,91,1128,1006,16.7,14.4,10
2023-03-07T14:48,13.5,67,44,7.5,7.4,28.2,1,11.3,88,1433,1006,16.1,13.3,10.5
2023-03-07T15:42,12.6,70,44,7.3,11.1,21.4,0,16.1,100,1280,1006,16.1,12.8,9.9
2023-03-07T16:47,12.9,79,50,9.4,0,18.6,1,16.1,88,9114,1006,16.1,12.8,11.1
2023-03-07T17:42,13,76,48,8.8,7.4,12,0,16.1,91,61,1006,16.1,12.8,10.9
2023-03-07T18:42,12.4,70,43,7.1,11.1,11.7,0,16.1,50,1097,1006,14.4,12.2,9.7
2023-03-07T19:48,12,74,44,7.6,7.4,7.4,0,9.7,50,488,1007,15,12.2,9.8
2023-03-07T20:37,9.7,72,37,4.9,8.3,14.3,0,9.7,50,914,1007,11.1,8.3,7.5
2023-03-07T21:32,11.1,83,47,8.3,3.7,20.1,0,8,88,1707,1007,13.9,11.1,9.7
2023-03-07T22:47,10.6,83,45,7.9,0,10.7,0,8,76,366,1008,13.3,10.6,9.3
2023-03-07T23:42,8.8,77,37,4.9,2.6,6,0,8,91,975,1008,10.6,8.9,7
2023-03-08T00:47,8.3,80,37,4.9,3.8,6.6,0,6.4,90,1737,1008,10,8.3,6.8
2023-03-08T01:42,9.4,90,45,7.8,3.7,9,0,6.4,91,1737,1008,11.1,9.4,8.6
2023-03-08T02:42,7.4,88,39,5.6,6.6,12,0,6.4,91,274,1007,8.9,6.1,6.6
2023-03-08T03:42,7,89,38,5.4,8.3,18.8,0,6.4,91,1463,1007,8.9,5.6,6.3
2023-03-08T04:47,8.6,92,44,7.4,3.7,16.9,0,6.4,50,884,1007,10,8.3,8
2023-03-08T05:47,6.3,92,37,5.1,6.8,12.2,0,6.4,76,701,1007,7.8,5,5.8
2023-03-08T06:42,6,90,36,4.4,4.7,8.8,0,6.4,30,1067,1008,7.8,5.6,5.3
2023-03-08T07:47,8.3,93,44,7.3,3.7,10.2,0,9.7,91,549,1008,10,8.3,7.8
2023-03-08T08:48,9.8,92,48,8.6,3.7,11.1,0,16.1,91,884,1009,13.3,10,9.2
2023-03-08T09:42,9.8,90,47,8.3,3.7,13.9,1,16.1,88,884,1010,13.3,10,9
2023-03-08T10:42,11.8,81,48,8.6,0,12,1,16.1,90,762,1011,14.4,11.7,10.2
2023-03-08T11:43,12.7,77,48,8.8,0,7.7,1,9.7,90,762,1010,16.1,12.8,10.7
2023-03-08T12:47,12.8,75,47,8.5,3.7,13.9,1,16.1,90,762,1009,16.1,12.8,10.6
2023-03-08T13:42,14.5,68,48,8.6,3.7,15.8,1,9.7,90,975,1008,16.1,14.4,11.4
2023-03-08T14:42,13.9,65,44,7.5,7.4,12.6,1,8,90,884,1008,16.7,13.9,10.4
2023-03-08T15:37,14.2,65,45,7.7,3.7,21.6,1,16.1,90,945,1008,17.2,14.4,10.6
2023-03-08T16:42,14.5,68,48,8.6,3.7,26.3,0,16.1,90,671,1009,16.1,14.4,11.4
2023-03-08T17:43,14.8,60,43,7.1,7.4,18.1,0,16.1,88,853,1009,17.8,15,10.6
2023-03-08T18:42,13,66,42,6.9,3.7,26,0,16.1,91,732,1010,15.6,12.8,10
2023-03-08T19:43,13.1,67,43,7.2,7.4,11.1,0,8,88,823,1010,16.1,13.3,10.2
2023-03-08T20:47,11.4,70,40,6.1,7.3,12,0,16.1,90,732,1010,13.9,11.7,8.9
2023-03-08T21:47,13.1,68,44,7.4,11.1,11.5,0,16.1,100,975,1010,16.1,13.3,10.2
2023-03-08T22:42,12.9,67,43,7,3.7,18.1,0,16.1,90,701,1009,15.6,12.8,10
2023-03-08T23:37,10.9,74,41,6.4,6.4,11.5,0,8,90,823,1009,13.9,11.1,8.8
2023-03-09T00:47,11,74,41,6.6,6.2,12.6,0,16.1,91,1737,1009,13.9,11.1,8.9
2023-03-09T01:47,13.4,76,50,9.2,7.4,12.2,0,9.7,90,1737,1009,16.1,13.3,11.2
2023-03-09T02:42,11.1,81,46,8,9,15.6,0,16.1,100,305,1008,13.9,11.1,9.5
2023-03-09T03:42,11.9,77,45,7.9,12.2,23.7,0,16.1,80,1737,1008,14.4,11.7,9.9
2023-03-09T04:47,13.3,87,57,11.2,3.7,15.4,0,16.1,100,1707,1008,16.7,13.3,12.1
2023-03-09T05:47,11.5,81,47,8.3,9.6,18.6,0,9.7,100,274,1008,14.4,11.7,9.9
2023-03-09T06:47,10.8,84,46,8.2,9.6,18.6,0,16.1,91,1341,1009,13.3,10.6,9.5
2023-03-09T07:42,13.4,84,55,10.7,3.7,12.6,0,16.1,100,213,1009,16.7,13.3,12
2023-03-09T08:37,13.5,84,55,10.8,3.7,12.6,0,9.7,100,1006,1009,16.7,13.3,12
2023-03-09T09:47,14.2,83,57,11.4,7.4,17.1,0,16.1,100,914,1009,17.8,14.4,12.7
2023-03-09T10:47,13.5,92,61,12.3,3.7,17.3,1,16.1,100,671,1009,16.7,13.3,12.9
2023-03-09T11:47,13.6,92,61,12.4,3.7,16,1,16.1,90,792,1008,16.7,13.3,13
2023-03-09T12:47,13.8,92,62,12.6,3.7,25,1,16.1,100,762,1008,17.2,13.9,13.1
2023-03-09T13:37,15,69,50,9.3,14.9,29.5,1,9.7,91,792,1008,16.1,15,12
2023-03-09T14:43,15.2,79,58,11.6,3.7,23.5,1,16.1,90,732,1007,18.3,15,13.2
2023-03-09T15:47,16,59,46,8.1,9,18.8,1,9.7,78,792,1007,18.3,16.1,11.6
2023-03-09T16:38,16.2,58,46,7.9,15.2,29.3,0,16.1,91,518,1007,18.3,16.1,11.6
2023-03-09T17:51,15,76,55,10.8,3.7,18.1,0,16.1,90,853,1007,16.1,15,12.7
2023-03-09T18:42,14.7,78,56,11,3.7,10.9,0,16.1,90,701,1008,17.8,14.4,12.7
2023-03-09T19:47,14.2,80,55,10.8,3.7,10.9,0,16.1,90,9449,1008,17.8,14.4,12.4
2023-03-09T20:42,12.8,70,44,7.5,5.1,10.2,0,16.1,90,61,1008,16.1,12.8,10.1
2023-03-09T21:42,13.6,86,57,11.3,3.7,9.2,0,16.1,100,1067,1008,16.7,13.3,12.4
2023-03-09T22:47,12.8,90,57,11.2,3.7,11.3,0,16.1,90,671,1008,16.1,12.8,12
2023-03-09T23:47,10.9,79,44,7.5,7.3,13.5,0,16.1,98,853,1008,13.9,11.1,9.2
2023-03-10T00:47,11.2,78,44,7.5,5.6,10.5,0,16.1,100,1737,1007,13.9,11.1,9.3
2023-03-10T01:42,11.8,94,56,10.9,3.7,15.4,0,16.1,91,61,1007,15,11.7,11.3
2023-03-10T02:47,10.2,88,47,8.3,5.1,8.8,0,6.4,93,1097,1006,13.3,10,9.2
2023-03-10T03:42,11.1,84,47,8.4,1.5,3.6,0,4.8,100,335,1005,13.9,11.1,9.7
2023-03-10T04:42,11,96,54,10.4,7.4,13.5,0,6.4,91,732,1005,14.4,11.1,10.7
2023-03-10T05:47,9.9,92,47,8.6,9.6,14.9,0,6.4,94,732,1004,13.3,8.9,9.2
2023-03-10T06:43,11.5,82,47,8.6,7.9,14.9,0,16.1,99,762,1003,14.4,11.7,10
2023-03-10T07:32,11.2,99,56,11,3.7,15.4,0,16.1,90,427,1003,15,11.1,11.2
2023-03-10T08:42,11.2,99,56,11,3.7,9.8,0,6.4,100,792,1002,15,11.1,11.2
2023-03-10T09:42,11.6,99,57,11.4,0,12,0,16.1,100,762,1002,15.6,11.7,11.6
2023-03-10T10:42,11.4,99,57,11.2,3.7,9,1,6.4,100,457,1002,15.6,11.7,11.4
2023-03-10T11:47,11.7,97,57,11.3,3.7,14.3,1,6.4,100,579,1002,15,11.7,11.7
2023-03-10T12:47,12.2,96,58,11.6,0,9.8,1,16.1,100,579,1001,15.6,12.2,11.9
2023-03-10T13:43,12.1,96,58,11.5,3.7,8.8,1,16.1,100,427,1000,15.6,12.2,11.8
2023-03-10T14:42,12.2,96,58,11.6,3.7,15.6,1,6.4,88,457,999,15.6,12.2,11.9
2023-03-10T15:47,13.8,96,64,13.1,3.7,14.9,1,6.4,88,488,998,17.2,13.9,13.4
2023-03-10T16:42,14.4,96,67,13.8,7.4,12.4,0,16.1,88,610,997,17.8,14.4,14.1
2023-03-10T17:47,14.6,97,69,14.1,3.7,24.3,0,6.4,88,671,995,17.8,14.4,14.6
2023-03-10T18:47,14.3,94,66,13.4,3.7,15.6,0,6.4,100,732,996,17.8,14.4,13.8
2023-03-10T19:42,10.6,89,49,8.9,7.4,20.9,0,9.7,100,671,999.4,13.9,10.6,9.7
2023-03-10T20:47,9.6,82,42,6.8,8.3,11.5,0,16.1,94,335,999,11.1,8.3,8.3
2023-03-10T21:37,9.6,96,49,9,3.7,13.2,0,9.7,90,427,999.4,11.1,9.4,9.3
2023-03-10T22:48,9.6,97,50,9.2,3.7,12,0,9.7,50,427,999.4,11.1,9.4,9.6
2023-03-10T23:48,7.3,91,40,5.9,6.4,13.7,0,9.7,90,427,999,8.9,6.1,6.7
2023-03-11T00:48,7.4,91,40,6.1,7.5,14.5,0,16.1,76,1646,999,8.9,5.6,6.8
2023-03-11T01:42,9.1,96,47,8.5,0,10,0,16.1,100,1646,1000,10.6,8.9,8.8
2023-03-11T02:42,8.8,90,43,7.2,3.2,7,0,16.1,100,244,999,10.6,8.9,8
2023-03-11T03:47,8.7,90,43,7.1,8.8,16.2,0,16.1,76,1646,999,10.6,7.8,7.9
2023-03-11T04:47,9,97,48,8.6,3.7,11.3,0,16.1,91,1646,999,10.6,8.9,9
2023-03-11T05:41,8.3,91,43,7,4.9,8.8,0,9.7,89,91,999,10,7.8,7.7
2023-03-11T06:47,7.9,92,42,6.7,4.5,8.3,0,16.1,90,1646,999,9.4,7.2,7.3
2023-03-11T07:47,8.8,97,47,8.4,0,7.7,0,16.1,91,610,999,10.6,8.9,8.8
2023-03-11T08:47,9.4,97,49,9,0,8.1,0,9.7,90,792,999,11.1,9.4,9.4
2023-03-11T09:47,10,99,52,9.8,3.7,8.8,1,16.1,90,975,999,13.9,10,10
2023-03-11T10:48,11.4,96,55,10.8,3.7,8.8,1,16.1,100,640,999,15,11.7,11.1
2023-03-11T11:38,12.1,95,57,11.4,3.7,10.2,1,16.1,100,762,1000,15.6,12.2,11.7
2023-03-11T12:48,13.7,93,62,12.6,0,9.6,1,9.7,90,701,999,17.2,13.9,13.1
2023-03-11T13:48,15.1,87,63,12.9,3.7,9,1,8,88,732,998,18.3,15,13.9
2023-03-11T14:47,15.8,78,60,12,3.7,9.2,1,16.1,88,701,998,18.9,15.6,13.7
2023-03-11T15:47,15.7,74,56,11,3.7,10.7,0,16.1,100,701,998,18.3,15.6,13.1
2023-03-11T16:37,12.3,85,52,9.9,3.7,9.4,1,16.1,91,9418,998,15,12.2,11
2023-03-11T17:48,12.8,91,57,11.4,7.4,22,0,16.1,50,7925,999,16.1,12.8,12
2023-03-11T18:42,11.5,94,54,10.6,3.7,21.1,0,8,75,61,999,15,11.7,11
2023-03-11T19:43,11.2,96,54,10.6,7.4,16.7,0,16.1,50,1067,1001,14.4,11.1,10.9
2023-03-11T20:47,10.2,64,34,3.7,13.9,26.5,0,16.1,78,1615,1003,11.7,7.8,7
2023-03-11T21:47,10.3,64,34,3.7,18.5,21.1,0,16.1,76,2591,1004,12.2,10.6,7
2023-03-11T22:42,10,57,30,1.8,22.2,28.2,0,9.7,50,8626,1004,11.7,7.2,6.1
2023-03-11T23:42,8.9,62,30,1.9,19.9,32.9,0,16.1,50,7925,1005,10,6.1,5.6
2023-03-12T00:47,8.5,61,43,1.4,18.8,38.4,0,16.1,31,10363,1005,9.4,5.6,5.2
2023-03-12T01:42,9,48,38,-1.6,18.5,38.2,0,16.1,11,10058,1005,9.4,6.1,4.4
2023-03-12T02:42,7.5,58,40,-0.2,16.9,32.7,0,16.1,30,10211,1006,8.3,4.4,4.1
2023-03-12T03:47,6.6,60,39,-0.6,17.3,36.3,0,16.1,30,7925,1005,7.8,3.3,3.5
2023-03-12T04:47,8.5,45,36,-2.7,18.5,25.6,0,16.1,31,7925,1006,8.9,5.6,3.8
2023-03-12T05:47,6.9,55,38,-1.6,17.3,33.9,0,16.1,30,10363,1007,7.2,3.3,3.3
2023-03-12T06:47,7.6,51,37,-2,13.5,24.8,0,9.7,50,7925,1008,8.3,5.6,3.5
2023-03-12T07:42,8,47,36,-2.8,14.8,22.6,1,16.1,30,7742,1009,8.3,5,3.5
2023-03-12T08:42,8.4,44,35,-3.2,22.2,26.5,2,16.1,30,7925,1009,8.9,5,3.6
2023-03-12T09:47,9.7,38,34,-3.9,22.2,41.2,2,16.1,13,7925,1010,10,6.7,4.1
2023-03-12T10:47,10.9,33,33,-4.8,14.8,55.3,3,16.1,13,10363,1011,11.7,11.1,4.5
2023-03-12T11:42,12,29,32,-5.5,11.1,45.5,4,16.1,13,10058,1012,12.8,12.2,4.8
2023-03-12T12:42,12.3,26,31,-6.6,14.8,43.1,4,16.1,25,10211,1011,12.8,12.2,4.7
2023-03-12T13:47,12.9,23,29,-7.6,18.5,38.4,4,16.1,25,10150,1012,13.3,12.8,4.8
2023-03-12T14:48,13.1,21,28,-8.6,14.8,49.3,3,16.1,10,10180,1012,13.9,13.3,4.6
2023-03-12T15:42,13.4,20,27,-9.4,22.2,39.9,2,16.1,10,10150,1012,13.9,13.3,4.6
2023-03-12T16:47,13.1,21,28,-9.1,14.8,46.8,2,16.1,10,10180,1012,13.9,13.3,4.5
2023-03-12T17:48,12.5,21,27,-9.6,14.8,44.6,1,16.1,0,10150,1013,13.3,12.8,4.2
2023-03-12T18:37,11.7,22,27,-9.4,11.1,35,0,16.1,10,10180,1014,12.2,11.7,3.8
2023-03-12T19:47,10.6,26,29,-8,11.1,34.2,0,16.1,0,10150,1015,11.1,10.6,3.5
2023-03-12T20:37,8.8,47,37,-1.9,13,22.6,0,16.1,11,10180,1015,9.4,6.7,4.2
2023-03-12T21:42,8.9,32,30,-6.9,7.4,26,0,16.1,0,10150,1016,8.9,7.8,2.9
2023-03-12T22:48,8.5,34,31,-6.4,3.7,16,0,16.1,0,10180,1016,8.3,8.3,2.8
2023-03-12T23:42,6.9,52,37,-2.3,8.8,17.9,0,16.1,8,10150,1016,7.2,5,3.1
2023-03-13T00:47,5.5,56,36,-2.7,10,19.9,0,16.1,7,10180,1016,6.1,3.3,2.2
2023-03-13T01:42,6.6,43,32,-5.3,3.7,19,0,16.1,0,10150,1017,7.2,6.7,2
2023-03-13T02:47,4.1,59,35,-3.4,7.5,16.7,0,16.1,8,10180,1017,3.9,1.7,1.2
2023-03-13T03:47,3.4,61,35,-3.6,7,13,0,16.1,9,10150,1018,3.3,1.7,0.7
2023-03-13T04:47,6.2,54,36,-2.5,7.4,15.6,0,16.1,0,10180,1018,6.7,4.4,2.7
2023-03-13T05:37,3.1,62,35,-3.6,8.8,16.2,0,16.1,9,10150,1019,3.3,1.1,0.5
2023-03-13T06:42,2.3,67,36,-3.1,11.5,24.1,0,16.1,11,10180,1019,2.2,-1.1,0.3
2023-03-13T07:43,4.7,66,39,-1.2,7.4,16.4,1,16.1,10,10150,1019,5.6,2.2,2.2
2023-03-13T08:37,8,54,39,-0.7,11.1,11.1,2,16.1,0,10363,1019,8.3,5.6,4.2
2023-03-13T09:42,10.8,50,42,0.9,7.4,13,2,16.1,0,10058,1019,11.7,10.6,6.2
2023-03-13T10:47,13.3,42,42,0.7,7.4,8.1,3,16.1,10,10211,1019,14.4,13.3,7.3
2023-03-13T11:37,15.3,36,41,0.5,3.7,17.1,4,16.1,10,10150,1018,16.7,15.6,8.2
2023-03-13T12:42,17.4,33,42,0.9,3.7,17.5,4,16.1,10,10180,1018,16.7,17.2,9.3
2023-03-13T13:37,19.1,30,42,1,3.7,13.9,4,16.1,10,8291,1017,18.9,18.9,10
2023-03-13T14:47,19.7,31,31,2.4,6.4,14.1,3,16.1,10,10363,1016,18.9,20,10.8
2023-03-13T15:47,20.8,23,23,-1.2,7.4,18.4,2,16.1,0,10058,1016,18.9,20.6,10.1
2023-03-13T16:47,20.2,25,25,-0.6,3.7,23.5,2,16.1,0,10211,1016,18.9,20,10
2023-03-13T17:42,17.7,33,42,1.1,3.7,20.5,1,16.1,0,10150,1016,16.7,17.8,9.5
2023-03-13T18:47,16,38,29,1.7,3.7,15.2,0,16.1,31,10180,1016,17.2,16.1,8.9
2023-03-13T19:47,14,46,31,2.6,3.7,14.5,0,16.1,31,10150,1016,15,13.9,8.4
2023-03-13T20:47,10.3,54,43,1.3,6,11.1,0,16.1,50,10180,1016,12.2,10.6,6.1
2023-03-13T21:42,10.8,59,32,3,3.7,8.5,0,16.1,11,10150,1016,12.2,10.6,7
2023-03-13T22:47,10.2,63,33,3.5,0,9,0,16.1,11,10180,1016,11.7,10,6.9
2023-03-13T23:32,6.2,69,42,0.9,4.3,7.7,0,16.1,11,10150,1015,7.8,5.6,3.9
2023-03-14T00:43,5.1,73,42,0.7,5.6,10.5,0,16.1,76,10180,1015,6.7,3.9,3.4
2023-03-14T01:47,7.4,79,35,4,3.7,9.8,0,16.1,11,10150,1015,8.9,7.2,5.9
2023-03-14T02:42,6.3,65,41,0.2,5.8,11.3,0,16.1,91,8321,1014,7.2,5,3.7
2023-03-14T03:33,5,70,41,0.1,3.6,8.1,0,16.1,91,8504,1014,6.7,5,3.1
2023-03-14T04:47,5,86,32,2.8,0,14.5,0,16.1,76,8504,1014,6.7,5,4.1
2023-03-14T05:42,4.1,76,41,0.2,3.6,8.3,0,16.1,50,8504,1014,3.9,3.9,2.6
2023-03-14T06:32,3.7,80,42,0.6,5.6,9.6,0,16.1,90,10363,1013,3.9,2.8,2.5
2023-03-14T07:32,4.8,91,33,3.5,0,14.1,1,16.1,76,10058,1013,6.7,5,4.2
2023-03-14T08:42,7.2,88,38,5.3,3.7,7.5,1,16.1,76,7925,1013,8.9,7.2,6.4
2023-03-14T09:42,10.4,71,38,5.4,0,8.1,1,16.1,50,7925,1012,12.8,10.6,8
2023-03-14T10:47,13.1,58,37,5,0,8.8,2,16.1,88,7925,1011,16.1,13.3,8.9
2023-03-14T11:47,16.2,46,36,4.7,3.7,11.7,2,16.1,88,7925,1010,17.2,16.1,10.2
2023-03-14T12:47,18.8,29,41,0.2,3.7,18.8,2,16.1,88,7925,1009,18.9,18.9,9.6
2023-03-14T13:42,19.1,26,39,-0.9,7.4,21.8,2,16.1,10,7925,1008,18.9,18.9,9.4
2023-03-14T14:43,19.7,24,38,-1.5,11.1,31.4,3,16.1,10,7925,1006,18.9,19.4,9.5
2023-03-14T15:47,19.8,21,36,-3.1,7.4,35.2,2,16.1,10,7925,1005,18.3,20,9.1
2023-03-14T16:43,19.2,20,34,-4.5,11.1,33.5,2,16.1,10,10363,1004,18.3,19.4,8.5
2023-03-14T17:47,17.8,22,34,-4.2,11.1,32.5,1,16.1,10,10058,1004,16.1,17.8,7.9
2023-03-14T18:42,16,32,39,-0.7,11.1,25.4,0,16.1,13,6614,1004,16.7,16.1,8.1
2023-03-14T19:42,14.7,40,43,1.2,3.7,24.6,0,8,31,4176,1004,15.6,14.4,8.2
2023-03-14T20:42,13.5,58,38,5.4,7.3,15.4,0,16.1,91,1920,1004,16.1,13.3,9.3
2023-03-14T21:42,13.8,64,43,7.2,3.7,21.6,0,16.1,75,640,1004,16.7,13.9,10.2
2023-03-14T22:42,13.4,74,48,8.8,7.4,18.1,0,8,100,1676,1003,16.1,13.3,11
2023-03-14T23:42,11.8,71,42,6.7,14.3,24.8,0,8,90,305,1002,13.9,11.7,9.3
2023-03-15T00:42,11.2,75,43,7,11.3,22,0,8,93,1189,1001,13.9,11.1,9.1
2023-03-15T01:47,10.2,93,49,9.1,7.4,23.1,0,16.1,100,701,1000,13.3,8.9,9.6
2023-03-15T02:42,10.1,80,42,6.9,11.5,19.2,0,6.4,100,701,999,12.8,8.3,8.6
2023-03-15T03:43,9.7,83,42,6.9,7.7,16.2,0,4.8,91,945,998,11.1,8.3,8.3
2023-03-15T04:42,8.6,96,46,8,3.7,16,0,6.4,100,823,999,10,8.3,8.3
2023-03-15T05:47,9.1,84,41,6.6,11.1,17.7,0,6.4,100,610,999,10.6,7.2,7.9
2023-03-15T06:47,9.9,78,41,6.3,19.6,41.2,0,16.1,100,701,999,12.8,7.2,8.2
2023-03-15T07:42,8.9,91,44,7.5,14.8,28.6,0,6.4,100,579,1000,10.6,6.7,8.2
2023-03-15T08:42,9.2,93,46,8.2,14.8,22.6,0,9.7,100,762,1000,11.1,7.2,8.7
2023-03-15T09:42,9.2,90,44,7.6,14.8,24.8,1,9.7,100,640,1000,11.1,7.2,8.4
2023-03-15T10:42,9.9,79,41,6.4,14.8,23.9,1,9.7,100,732,1000,12.8,7.8,8.2
2023-03-15T11:47,11.5,67,39,5.6,14.8,25.2,1,9.7,100,671,1000,13.3,11.7,8.6
2023-03-15T12:42,12.9,59,37,5,22.2,32.9,1,16.1,90,1554,1000,15.6,12.8,8.8
2023-03-15T13:47,12.8,48,30,2.1,14.8,41.8,1,9.7,100,1158,1000,14.4,12.8,7.6
2023-03-15T14:37,12,46,42,0.7,18.5,58.1,1,16.1,100,1372,1001,13.3,12.2,6.7
2023-03-15T15:48,11.5,43,39,-0.6,14.8,62.1,1,9.7,100,1768,1002,12.8,11.7,6
2023-03-15T16:42,10.2,51,41,0.4,25.9,65.3,0,11.3,100,1554,1003,11.1,6.7,5.7
2023-03-15T17:47,9.9,44,38,-1.8,18.5,73,0,16.1,100,1676,1004,11.1,7.2,4.8
2023-03-15T18:37,9.4,46,38,-1.6,35.2,68.5,0,9.7,100,1128,1005,10,5.6,4.6
2023-03-15T19:37,9,48,38,-1.6,29.6,64.3,0,9.7,90,1402,1005,9.4,5,4.4
2023-03-15T20:47,8.3,54,40,-0.3,42.7,75.4,0,16.1,90,1311,1006,8.9,3.3,4.5
2023-03-15T21:42,8.8,45,36,-2.5,18.5,114.7,0,16.1,91,1920,1006,9.4,6.1,4
2023-03-15T22:42,8.8,42,35,-3.6,22.2,79.4,0,16.1,88,1036,1007,9.4,5.6,3.7
2023-03-15T23:42,7.4,54,38,-1.4,43.3,80.3,0,9.7,76,4267,1007,7.8,2.2,3.6
2023-03-16T00:47,7.5,54,38,-1.3,60,120.8,0,9.7,50,2865,1008,7.8,1.1,3.7
2023-03-16T01:47,8.2,39,33,-4.9,22.2,119.6,0,16.1,30,5304,1008,8.9,5,3
2023-03-16T02:47,7.1,47,35,-3.5,39.3,69.4,0,9.7,50,4206,1009,7.8,2.2,2.8
2023-03-16T03:37,6.3,48,34,-3.9,63.8,76.4,0,9.7,30,10363,1007,6.7,-0.6,2.2
2023-03-16T04:47,7.7,34,30,-7.4,29.6,109.3,0,16.1,30,10058,1009,7.8,3.9,2.1
2023-03-16T05:42,6,47,33,-4.6,40.1,72.4,0,9.7,30,10211,1010,6.7,0.6,1.9
2023-03-16T06:47,5.1,50,33,-4.7,43.6,85.6,0,16.1,30,10150,1010,5.6,-1.1,1.4
2023-03-16T07:47,7,36,30,-7,25.9,94.4,1,16.1,76,7925,1011,7.2,3.3,1.8
2023-03-16T08:47,8,36,31,-6.1,25.9,71.3,2,16.1,76,10363,1012,7.8,3.9,2.6
2023-03-16T09:47,8.9,33,31,-6.5,25.9,61.1,2,16.1,31,10058,1014,8.9,5.6,3
2023-03-16T10:42,9.5,31,30,-7,29.6,51.2,3,16.1,31,10211,1015,9.4,6.1,3.2
2023-03-16T11:42,9.6,30,30,-7.3,25.9,48,4,16.1,76,2469,1014,9.4,6.1,3.1
2023-03-16T12:42,10.1,30,30,-6.8,25.9,56.2,4,16.1,31,2682,1015,10.6,6.7,3.5
